Date,Mileage,Time,Month,Day,numRun,highest,onePerYear,firstRun,numYear
1/23/14,5.18,44:04:00,1,23,1,0,FALSE,1,1
1/23/15,5.9,50:37:00,1,23,2,0,FALSE,1,2
1/23/18,10.25,,1,23,3,0,FALSE,1,3
1/23/19,8,,1,23,4,0,FALSE,1,4
1/23/21,13.1,1:25:30,1,23,5,1,FALSE,1,5
1/24/12,4.25,29:14:00,1,24,1,0,FALSE,1,1
1/24/13,3.1,24:47:00,1,24,2,0,FALSE,1,2
1/24/16,10.63,1:20:07,1,24,3,0,FALSE,1,3
1/24/17,7.47,52:10:00,1,24,4,0,FALSE,1,4
1/24/18,9.04,1:08:02,1,24,6,0,FALSE,1,5
1/24/18,3.34,23:31,1,24,5,0,TRUE,0,5
1/24/19,10.2,,1,24,7,0,FALSE,1,6
1/24/20,7.16,48:25:00,1,24,8,1,FALSE,1,7
1/25/10,2.66,24:15:00,1,25,1,0,FALSE,1,1
1/25/11,3.3,24:17:00,1,25,2,0,FALSE,1,2
1/25/14,4.97,36:32:00,1,25,3,0,FALSE,1,3
1/25/16,7.19,56:06:00,1,25,4,0,FALSE,1,4
1/25/17,9.15,1:03:12,1,25,5,0,FALSE,1,5
1/25/18,8,,1,25,6,0,FALSE,1,6
1/25/19,8,59:46:00,1,25,8,0,FALSE,1,7
1/25/19,3,,1,25,7,0,TRUE,0,7
1/25/20,6.45,45:55:00,1,25,9,0,FALSE,1,8
1/25/21,6,48:20:00,1,25,10,1,FALSE,1,9
1/26/10,2.6,24:19:00,1,26,1,0,FALSE,1,1
1/26/14,5.15,37:31:00,1,26,2,0,FALSE,1,2
1/26/15,6,,1,26,3,0,FALSE,1,3
1/26/16,7.64,,1,26,4,0,FALSE,1,4
1/26/17,8.03,58:28:00,1,26,5,0,FALSE,1,5
1/26/18,5.79,,1,26,7,0,FALSE,1,6
1/26/18,3.11,16:14,1,26,6,0,TRUE,0,6
1/26/19,10,,1,26,8,0,FALSE,1,7
1/26/20,10,1:08:04,1,26,9,0,FALSE,1,8
1/26/21,9.41,1:00:42,1,26,10,1,FALSE,1,9
1/27/15,4,27:41:00,1,27,1,0,FALSE,1,1
1/27/16,6.45,46:20:00,1,27,2,0,FALSE,1,2
1/27/17,9.27,1:06:17,1,27,3,0,FALSE,1,3
1/27/18,13.2,1:36:31,1,27,4,0,FALSE,1,4
1/27/19,13,,1,27,5,0,FALSE,1,5
1/27/20,6.06,43:48:00,1,27,6,0,FALSE,1,6
1/27/21,7.43,57:01:00,1,27,7,1,FALSE,1,7
1/28/10,3.27,26:29:00,1,28,1,0,FALSE,1,1
1/28/13,4.22,36:51:00,1,28,2,0,FALSE,1,2
1/28/14,5.45,38:59:00,1,28,3,0,FALSE,1,3
1/28/16,5.42,,1,28,4,0,FALSE,1,4
1/28/17,8.1,,1,28,5,0,FALSE,1,5
1/28/18,6,,1,28,6,0,FALSE,1,6
1/28/19,5.75,,1,28,7,0,FALSE,1,7
1/28/20,6.34,45:06:00,1,28,8,0,FALSE,1,8
1/28/21,8.44,1:03:26,1,28,9,1,FALSE,1,9
1/29/13,2.13,21:26,1,29,1,0,FALSE,1,1
1/29/15,6.03,47:07:00,1,29,2,0,FALSE,1,2
1/29/16,4.21,,1,29,3,0,FALSE,1,3
1/29/17,12.04,1:23:56,1,29,4,0,FALSE,1,4
1/29/18,10,1:15:11,1,29,5,0,FALSE,1,5
1/29/19,9,,1,29,6,0,FALSE,1,6
1/29/20,11.45,,1,29,7,0,FALSE,1,7
1/29/21,7,47:18:00,1,29,8,1,FALSE,1,8
1/30/14,4.01,32:06:00,1,30,1,0,FALSE,1,1
1/30/16,5.65,,1,30,3,0,FALSE,1,2
1/30/16,1.86,9:27,1,30,2,0,TRUE,0,2
1/30/17,5.5,39:43:00,1,30,4,0,FALSE,1,3
1/30/18,10.09,,1,30,6,0,FALSE,1,4
1/30/18,4.15,30:17:00,1,30,5,0,TRUE,0,4
1/30/19,8,,1,30,7,0,FALSE,1,5
1/30/20,6.3,45:17:00,1,30,8,0,FALSE,1,6
1/30/21,7,49:20:00,1,30,9,1,FALSE,1,7
1/31/13,3.4,24:22:00,1,31,1,0,FALSE,1,1
1/31/15,6.1,43:07:00,1,31,2,0,FALSE,1,2
1/31/16,11.53,1:27:53,1,31,3,0,FALSE,1,3
1/31/17,10.07,,1,31,4,0,FALSE,1,4
1/31/18,10.09,1:19:22,1,31,5,0,FALSE,1,5
1/31/19,5,36:50:00,1,31,6,0,FALSE,1,6
1/31/21,15.04,1:49:17,1,31,7,1,FALSE,1,7
2/1/11,2.95,21:58,2,1,1,0,FALSE,1,1
2/1/14,4.6,40:36:00,2,1,2,0,FALSE,1,2
2/1/15,8,59:35:00,2,1,3,0,FALSE,1,3
2/1/17,8,57:32:00,2,1,4,0,FALSE,1,4
2/1/18,10,1:16:34,2,1,5,0,FALSE,1,5
2/1/19,7,,2,1,7,0,FALSE,1,6
2/1/19,1,4:33,2,1,6,0,TRUE,0,6
2/1/20,14.4,1:35:19,2,1,8,0,FALSE,1,7
2/1/21,6.44,49:05:00,2,1,10,1,FALSE,1,8
2/1/21,5.57,48:05:00,2,1,9,0,TRUE,0,8
2/2/15,5.14,34:34:00,2,2,1,0,FALSE,1,1
2/2/16,8.77,,2,2,2,0,FALSE,1,2
2/2/17,6.02,45:03:00,2,2,3,0,FALSE,1,3
2/2/18,8,56:46:00,2,2,4,0,FALSE,1,4
2/2/19,9.25,1:10:12,2,2,5,0,FALSE,1,5
2/2/20,5.84,45:46:00,2,2,6,0,FALSE,1,6
2/2/21,7.1,55:20:00,2,2,7,1,FALSE,1,7
2/3/15,4.5,33:56:00,2,3,1,0,FALSE,1,1
2/3/16,6.5,47:24:00,2,3,2,0,FALSE,1,2
2/3/17,5.65,,2,3,4,0,FALSE,1,3
2/3/17,1.86,9:26,2,3,3,0,TRUE,0,3
2/3/18,10,,2,3,5,0,FALSE,1,4
2/3/19,14,,2,3,6,0,FALSE,1,5
2/3/20,8.18,59:48:00,2,3,7,1,FALSE,1,6
2/4/10,2.6,24:03:00,2,4,1,0,FALSE,1,1
2/4/11,4.05,31:14:00,2,4,2,0,FALSE,1,2
2/4/12,4.1,32:00:00,2,4,3,0,FALSE,1,3
2/4/16,8.89,,2,4,4,0,FALSE,1,4
2/4/18,14.03,1:40:34,2,4,5,0,FALSE,1,5
2/4/19,8,,2,4,6,0,FALSE,1,6
2/4/20,6.56,47:42:00,2,4,7,0,FALSE,1,7
2/4/21,8.31,59:08:00,2,4,8,1,FALSE,1,8
2/5/11,3.75,,2,5,1,0,FALSE,1,1
2/5/13,4.15,33:28:00,2,5,2,0,FALSE,1,2
2/5/15,6.15,40:40:00,2,5,3,0,FALSE,1,3
2/5/16,5,36:44:00,2,5,4,0,FALSE,1,4
2/5/17,12.03,1:25:51,2,5,5,0,FALSE,1,5
2/5/19,9.73,,2,5,6,0,FALSE,1,6
2/5/20,12.11,,2,5,7,0,FALSE,1,7
2/5/21,8.38,57:38:00,2,5,8,1,FALSE,1,8
2/6/14,3.95,29:54:00,2,6,1,0,FALSE,1,1
2/6/16,7.96,,2,6,4,0,FALSE,1,2
2/6/16,1,4:50,2,6,3,0,TRUE,0,2
2/6/16,3.1,16:23,2,6,2,0,TRUE,0,2
2/6/17,8,56:19:00,2,6,5,0,FALSE,1,3
2/6/18,9.83,,2,6,7,0,FALSE,1,4
2/6/18,4,28:20:00,2,6,6,0,TRUE,0,4
2/6/19,9.85,1:13:30,2,6,8,0,FALSE,1,5
2/6/20,6.19,49:02:00,2,6,9,1,FALSE,1,6
2/7/13,3.14,24:12:00,2,7,1,0,FALSE,1,1
2/7/15,8,59:49:00,2,7,2,0,FALSE,1,2
2/7/16,12.28,1:28:26,2,7,3,0,FALSE,1,3
2/7/17,9.03,1:04:32,2,7,5,0,FALSE,1,4
2/7/17,4.11,31:50:00,2,7,4,0,TRUE,0,4
2/7/18,10,1:18:01,2,7,7,0,FALSE,1,5
2/7/18,4.17,29:52:00,2,7,6,0,TRUE,0,5
2/7/19,9.85,,2,7,8,0,FALSE,1,6
2/7/21,8,56:10:00,2,7,9,1,FALSE,1,7
2/8/12,4.4,35:22:00,2,8,1,0,FALSE,1,1
2/8/14,4.23,29:13:00,2,8,2,0,FALSE,1,2
2/8/15,1.82,,2,8,4,0,FALSE,1,3
2/8/15,3.1,17:40,2,8,3,0,TRUE,0,3
2/8/16,7.01,51:36:00,2,8,5,0,FALSE,1,4
2/8/17,9.29,,2,8,6,0,FALSE,1,5
2/8/18,10,1:15:03,2,8,7,0,FALSE,1,6
2/8/19,9.09,,2,8,8,0,FALSE,1,7
2/8/20,7.55,54:11:00,2,8,9,0,FALSE,1,8
2/8/21,7.01,46:10:00,2,8,10,1,FALSE,1,9
2/9/14,4.52,28:15:00,2,9,1,0,FALSE,1,1
2/9/16,8.5,1:02:27,2,9,2,0,FALSE,1,2
2/9/17,8.04,57:25:00,2,9,4,0,FALSE,1,3
2/9/17,4.02,34:14:00,2,9,3,0,TRUE,0,3
2/9/18,8,58:05:00,2,9,5,0,FALSE,1,4
2/9/19,9,,2,9,7,0,FALSE,1,5
2/9/19,0.75,3:17,2,9,6,0,TRUE,0,5
2/9/20,8.98,,2,9,9,0,FALSE,1,6
2/9/20,3.11,16:01,2,9,8,0,TRUE,0,6
2/9/21,7.2,49:32:00,2,9,10,1,FALSE,1,7
2/10/11,3,24:33:00,2,10,1,0,FALSE,1,1
2/10/15,5.88,45:11:00,2,10,2,0,FALSE,1,2
2/10/16,7.28,,2,10,3,0,FALSE,1,3
2/10/17,8.02,1:02:58,2,10,4,0,FALSE,1,4
2/10/18,9,,2,10,6,0,FALSE,1,5
2/10/18,1,4:31,2,10,5,0,TRUE,0,5
2/10/19,14.05,1:37:11,2,10,7,0,FALSE,1,6
2/10/20,5.15,38:43:00,2,10,8,1,FALSE,1,7
2/11/10,2.6,,2,11,1,0,FALSE,1,1
2/11/11,3.06,22:33,2,11,2,0,FALSE,1,2
2/11/12,4.05,31:43:00,2,11,3,0,FALSE,1,3
2/11/16,7.65,58:34:00,2,11,4,0,FALSE,1,4
2/11/17,9.02,,2,11,6,0,FALSE,1,5
2/11/17,1,4:36,2,11,5,0,TRUE,0,5
2/11/18,15.15,1:54:59,2,11,7,0,FALSE,1,6
2/11/20,7.45,52:11:00,2,11,8,1,FALSE,1,7
2/12/12,1.08,6:37,2,12,1,0,FALSE,1,1
2/12/14,4.04,30:18:00,2,12,2,0,FALSE,1,2
2/12/15,5.14,44:08:00,2,12,3,0,FALSE,1,3
2/12/16,6.42,44:45:00,2,12,4,0,FALSE,1,4
2/12/17,10,1:12:38,2,12,5,0,FALSE,1,5
2/12/18,6.01,48:28:00,2,12,6,0,FALSE,1,6
2/12/19,10,,2,12,7,0,FALSE,1,7
2/12/20,10.58,,2,12,8,1,FALSE,1,8
2/13/11,3.1,19:59,2,13,1,0,FALSE,1,1
2/13/15,6.83,1:00:30,2,13,2,0,FALSE,1,2
2/13/16,7,52:49:00,2,13,4,0,FALSE,1,3
2/13/16,3.44,28:10:00,2,13,3,0,TRUE,0,3
2/13/18,10.06,1:14:01,2,13,6,0,FALSE,1,4
2/13/18,4.08,28:17:00,2,13,5,0,TRUE,0,4
2/13/19,9.5,,2,13,7,1,FALSE,1,5
2/14/14,3.02,23:51,2,14,1,0,FALSE,1,1
2/14/15,5.03,32:48:00,2,14,2,0,FALSE,1,2
2/14/16,13.1,1:37:01,2,14,3,0,FALSE,1,3
2/14/17,10.2,1:14:29,2,14,5,0,FALSE,1,4
2/14/17,4.24,35:17:00,2,14,4,0,TRUE,0,4
2/14/18,9.51,,2,14,7,0,FALSE,1,5
2/14/18,3.08,21:34,2,14,6,0,TRUE,0,5
2/14/19,8,,2,14,8,0,FALSE,1,6
2/14/20,6.94,50:29:00,2,14,9,1,FALSE,1,7
2/15/14,5.15,34:11:00,2,15,1,0,FALSE,1,1
2/15/16,8.34,1:06:53,2,15,2,0,FALSE,1,2
2/15/17,9,,2,15,3,0,FALSE,1,3
2/15/18,8.09,1:01:22,2,15,4,0,FALSE,1,4
2/15/19,8,,2,15,5,0,FALSE,1,5
2/15/20,15.34,1:41:01,2,15,6,1,FALSE,1,6
2/16/10,2.6,22:04,2,16,1,0,FALSE,1,1
2/16/14,4.01,30:00:00,2,16,2,0,FALSE,1,2
2/16/15,6.08,45:48:00,2,16,3,0,FALSE,1,3
2/16/16,6.8,57:07:00,2,16,4,0,FALSE,1,4
2/16/17,8.04,1:01:44,2,16,6,0,FALSE,1,5
2/16/17,3.01,24:50:00,2,16,5,0,TRUE,0,5
2/16/18,8,1:00:00,2,16,7,0,FALSE,1,6
2/16/19,8.2,,2,16,9,0,FALSE,1,7
2/16/19,1.86,9:02,2,16,8,0,TRUE,0,7
2/16/20,6.91,49:26:00,2,16,10,0,FALSE,1,8
2/16/21,5.13,39:25:00,2,16,11,1,FALSE,1,9
2/17/16,7.63,,2,17,1,0,FALSE,1,1
2/17/17,6.5,45:10:00,2,17,2,0,FALSE,1,2
2/17/18,6.73,,2,17,4,0,FALSE,1,3
2/17/18,1.86,9:05,2,17,3,0,TRUE,0,3
2/17/19,13.25,,2,17,5,0,FALSE,1,4
2/17/20,5.95,43:21:00,2,17,6,0,FALSE,1,5
2/17/21,5.62,40:32:00,2,17,7,1,FALSE,1,6
2/18/10,2.6,22:56,2,18,1,0,FALSE,1,1
2/18/12,4.1,31:30:00,2,18,2,0,FALSE,1,2
2/18/14,3.42,24:17:00,2,18,3,0,FALSE,1,3
2/18/15,4.95,39:08:00,2,18,4,0,FALSE,1,4
2/18/17,8.65,,2,18,6,0,FALSE,1,5
2/18/17,1.86,9:09,2,18,5,0,TRUE,0,5
2/18/18,12.53,1:28:12,2,18,7,0,FALSE,1,6
2/18/20,8.08,53:45:00,2,18,8,1,FALSE,1,7
2/19/14,4.34,30:17:00,2,19,1,0,FALSE,1,1
2/19/16,4.26,33:20:00,2,19,2,0,FALSE,1,2
2/19/17,10,1:18:28,2,19,3,0,FALSE,1,3
2/19/19,9.75,,2,19,4,0,FALSE,1,4
2/19/20,10,,2,19,5,0,FALSE,1,5
2/19/21,5.23,33:08:00,2,19,6,1,FALSE,1,6
2/20/13,5.5,54:44:00,2,20,1,0,FALSE,1,1
2/20/15,4.95,37:29:00,2,20,2,0,FALSE,1,2
2/20/16,4.8,,2,20,4,0,FALSE,1,3
2/20/16,1.86,9:14,2,20,3,0,TRUE,0,3
2/20/18,10,1:16:09,2,20,5,0,FALSE,1,4
2/20/19,8,1:02:30,2,20,6,1,FALSE,1,5
2/21/11,4.2,35:57:00,2,21,1,0,FALSE,1,1
2/21/15,6.27,52:37:00,2,21,2,0,FALSE,1,2
2/21/16,12.29,1:37:00,2,21,3,0,FALSE,1,3
2/21/18,4,29:02:00,2,21,5,0,FALSE,1,4
2/21/18,10,1:12:57,2,21,4,0,TRUE,0,4
2/21/19,9.75,,2,21,6,0,FALSE,1,5
2/21/20,8.14,57:08:00,2,21,7,0,FALSE,1,6
2/21/21,6.34,42:38:00,2,21,8,1,FALSE,1,7
2/22/14,4.5,,2,22,1,0,FALSE,1,1
2/22/15,3.81,,2,22,2,0,FALSE,1,2
2/22/17,8.55,1:03:04,2,22,3,0,FALSE,1,3
2/22/18,9.24,,2,22,4,0,FALSE,1,4
2/22/19,8,,2,22,5,0,FALSE,1,5
2/22/20,8.01,1:00:34,2,22,6,0,FALSE,1,6
2/22/21,5.27,38:52:00,2,22,7,1,FALSE,1,7
2/23/12,4.1,33:14:00,2,23,1,0,FALSE,1,1
2/23/14,6.39,45:35:00,2,23,2,0,FALSE,1,2
2/23/15,2.54,,2,23,3,0,FALSE,1,3
2/23/16,7.55,,2,23,4,0,FALSE,1,4
2/23/17,8.82,,2,23,5,0,FALSE,1,5
2/23/18,8,,2,23,6,0,FALSE,1,6
2/23/19,7.75,,2,23,7,0,FALSE,1,7
2/23/20,5.47,,2,23,9,0,FALSE,1,8
2/23/20,10,54:16:00,2,23,8,0,TRUE,0,8
2/23/21,2.23,17:03,2,23,10,1,FALSE,1,9
2/24/12,4.1,33:16:00,2,24,1,0,FALSE,1,1
2/24/15,2.92,,2,24,2,0,FALSE,1,2
2/24/16,6.96,51:50:00,2,24,3,0,FALSE,1,3
2/24/17,8,56:47:00,2,24,4,0,FALSE,1,4
2/24/18,7,52:45:00,2,24,5,0,FALSE,1,5
2/24/19,9.65,,2,24,9,0,FALSE,1,6
2/24/19,1.86,9:17,2,24,8,0,TRUE,0,6
2/24/19,1,4:33,2,24,7,0,TRUE,0,6
2/24/19,0.75,3:18,2,24,6,0,TRUE,0,6
2/24/21,6.24,43:25:00,2,24,10,1,FALSE,1,7
2/25/14,3.78,33:06:00,2,25,1,0,FALSE,1,1
2/25/15,4.45,34:10:00,2,25,2,0,FALSE,1,2
2/25/16,6.11,,2,25,3,0,FALSE,1,3
2/25/17,7,53:53:00,2,25,4,0,FALSE,1,4
2/25/18,7.5,,2,25,7,0,FALSE,1,5
2/25/18,1.86,9:05,2,25,6,0,TRUE,0,5
2/25/18,1,4:34,2,25,5,0,TRUE,0,5
2/25/20,8.37,1:01:37,2,25,8,0,FALSE,1,6
2/25/21,6.26,45:22:00,2,25,9,1,FALSE,1,7
2/26/16,6.92,50:05:00,2,26,1,0,FALSE,1,1
2/26/17,10.09,,2,26,4,0,FALSE,1,2
2/26/17,1,4:36,2,26,3,0,TRUE,0,2
2/26/17,0.99,4:33,2,26,2,0,TRUE,0,2
2/26/19,8,,2,26,5,0,FALSE,1,3
2/26/20,8.54,1:02:28,2,26,6,0,FALSE,1,4
2/26/21,5.78,42:09:00,2,26,7,1,FALSE,1,5
